# PGC,Common,RAdeg,DEdeg,GLON_1,GLAT_1,SGL_1,SGB_1,T,Bmag,Ksmag_1,logK_1,Vh_1,VLS_1,D_1,e_D_1,eabs_D_1,Deff,eDeff,LMS,Mhcorbest,Rvirbest,thetavbest,tile,dec,ra,Separation
39414,NGC4250                      1,184.3597,70.8024,126.9483,46.0598,45.8034,11.7724,-0.8,13.09,9.26,10.54,2019,2200,-99.9,-99.9,99.8001,31.42857143,9.428571429,10.60664928,12.14448229,279.3191881,0.509212586,CFIS_LSB.120.322.r,71.0,184.2932092054345,715.6631372990919
39568,NGC4256                      1,184.6794,65.8983,128.2172,50.893,50.6767,10.6696,3.0,11.69,8.33,11.12,2528,2689,-99.9,-99.9,99.8001,38.41428571,11.52428571,11.15298552,13.25397482,654.5331014,0.976251809,CFIS_LSB.150.312.r,66.0,184.39450016806785,555.6648773155722
39791,NGC4291                      1,185.0737,75.3709,125.5542,41.5984,41.2983,13.0193,-4.8,12.2,8.48,10.68,1757,1956,26.3,13.0,3.419,26.3,3.419,10.7639115,12.44275547,351.1762733,0.765054575,CFIS_LSB.093.331.r,75.5,185.71770607483995,745.5790700125801
40500,NGC4391                      1,186.328,64.9335,127.418,51.9667,51.7991,11.1009,-3.1,13.63,10.1,9.86,1320,1479,23.77,13.0,3.0901,23.77,3.0901,10.02805836,11.57654993,180.6300433,0.435395367,CFIS_LSB.157.310.r,65.0,185.74682427747112,917.1074384991832
41222,NGC4481                      1,187.4521,64.0334,126.8569,52.9298,52.8043,11.3704,2.0,14.2,11.01,9.94,2300,2456,-99.9,-99.9,99.8001,35.08571429,10.52571429,10.00226064,11.56170131,178.5831357,0.29163062,CFIS_LSB.164.308.r,64.0,187.05610668179844,636.0267765043711
41436,NGC4500                      1,187.8423,57.9647,128.0939,58.9621,58.8675,10.1908,1.1,12.87,9.83,10.65,3111,3241,34.51,18.0,6.2118,34.51,6.2118,10.45988992,11.93602681,238.0211841,0.395178812,CFIS_LSB.199.296.r,58.0,187.76445152258592,195.5199936860756
41527,NGC4513                      1,188.0062,66.3326,126.0043,50.6798,50.5581,12.08,-2.0,13.85,10.39,10.2,2285,2451,-99.9,-99.9,99.8001,35.01428571,10.50428571,10.24849054,11.72617141,202.6113696,0.331544281,CFIS_LSB.150.313.r,66.5,188.08821347758507,614.0956279423431
41621,NGC4521                      1,188.1987,63.9392,126.3377,53.0657,52.9692,11.6704,-0.1,12.71,9.15,10.81,2516,2672,-99.9,-99.9,99.8001,38.17142857,11.45142857,10.81947683,12.55860919,383.8336718,0.576139506,CFIS_LSB.165.308.r,64.0,188.19669269815088,218.89809459837903
41947,UGC07767                     1,188.8854,73.6748,124.4685,43.4061,43.2053,13.7018,-4.9,13.76,10.28,9.76,1282,1477,27.93,13.0,3.6309,27.93,3.6309,10.09614187,11.61789457,186.4539262,0.382493092,CFIS_LSB.107.327.r,73.5,188.37010393143424,818.967318771853
42139,NGC4589                      1,189.3543,74.1919,124.2348,42.901,42.6999,13.9097,-4.8,11.55,7.91,11.05,1980,2177,22.39,13.0,2.9107,22.39,2.9107,10.85210819,12.62664557,404.4099808,1.034881852,CFIS_LSB.104.328.r,74.0,188.6536744842516,977.2195454297796
42595,NGC4648                      1,190.435,74.4209,123.8175,42.6908,42.5082,14.2312,-4.9,12.84,8.91,10.41,1414,1613,-99.9,-99.9,99.8001,23.04285714,6.912857143,10.47707265,11.95736681,241.9518499,0.601610793,CFIS_LSB.102.329.r,74.5,190.84085432799284,484.05082084962254
43426,NGC4750                      1,192.5301,72.8745,123.0674,44.2535,44.1649,14.6368,2.4,11.75,8.16,10.81,1623,1818,-99.9,-99.9,99.8001,25.97142857,7.791428571,10.88099168,12.68686765,423.541423,0.934378962,CFIS_LSB.113.326.r,73.0,193.24715452057964,881.941758303608
43527,NGC4749                      1,192.8001,71.6368,122.9586,45.4916,45.4459,14.5908,3.0,13.56,9.51,10.3,1689,1880,38.37,14.0,5.3718,38.37,5.3718,10.6799836,12.27277238,308.2223565,0.460251631,CFIS_LSB.122.323.r,71.5,192.24426357652743,801.7493174256774
43939,NGC4793                      1,193.669,28.9378,101.5728,88.0546,88.4087,7.4554,5.1,11.75,8.97,10.74,2491,2494,29.92,14.0,4.1888,29.92,4.1888,10.67992318,12.27265967,308.1956922,0.590184737,CFIS_LSB.339.238.r,29.0,193.79851450452776,465.3347970778058
44370,UGC08076                     1,194.458,29.6542,94.2025,87.1091,87.8696,8.293,6.2,14.61,11.56,9.75,2525,2533,-99.9,-99.9,99.8001,36.18571429,10.85571429,9.8090743,11.46024775,165.204774,0.261582353,CFIS_LSB.338.239.r,29.5,194.1734865278229,1049.593298396621
45278,NGC4964                      1,196.3536,56.3227,118.9723,60.698,61.3429,14.4492,1.5,13.71,11.14,9.96,2535,2670,-99.9,-99.9,99.8001,38.14285714,11.44285714,10.02282644,11.57350575,180.2084953,0.270697994,CFIS_LSB.217.293.r,56.5,196.58041205311773,781.9531554167194
46589,NGC5109                      2,200.2195,57.6434,115.2721,59.045,60.1674,16.662,5.3,13.16,11.53,9.65,2131,2277,-99.9,-99.9,99.8001,32.52857143,9.758571429,9.728529981,11.42126954,160.3355613,0.282415069,CFIS_LSB.215.295.r,57.5,200.0745921456346,587.1560452658548
47425,NGC5205                      2,202.5152,62.5115,115.3553,54.045,55.1013,17.9304,3.5,13.14,10.0,10.13,1759,1927,35.48,14.0,4.9672,35.48,4.9672,10.41596722,11.88478855,228.8422413,0.36955202,CFIS_LSB.187.305.r,62.5,202.49113331371865,57.56916372922522
47441,NGC5198                      2,202.5476,46.6708,104.1197,69.0166,71.7166,17.3334,-4.8,12.56,8.98,10.83,2533,2638,-99.9,-99.9,99.8001,37.68571429,11.30571429,10.8763535,12.67719705,420.4093434,0.639173274,CFIS_LSB.279.273.r,46.5,202.65718414002808,672.0014257291132
47559,PGC047559                    2,202.9071,46.1509,102.8606,69.3796,72.2809,17.538,0.0,14.6,10.96,10.04,2581,2684,-99.9,-99.9,99.8001,38.34285714,11.50285714,10.09936894,11.61994255,186.7472401,0.279056871,CFIS_LSB.282.272.r,46.0,202.9774720872274,570.9664529478608
47985,IC0902                       2,204.0051,49.9608,105.3973,65.6224,68.3313,18.5115,3.0,13.63,10.5,9.84,1616,1738,29.38,14.0,4.1132,29.38,4.1132,10.05210358,11.5907702,182.6123207,0.356124033,CFIS_LSB.262.280.r,50.0,203.799821318714,495.7262491647064
48034,UGC08603                     2,204.1404,44.5992,98.4923,70.3266,73.9775,18.2811,1.5,14.72,11.06,10.02,2564,2663,-99.9,-99.9,99.8001,38.04285714,11.41285714,10.05254625,11.59103567,182.6495334,0.275085969,CFIS_LSB.291.269.r,44.5,203.9956654391782,515.184743009059
48392,UGC08658                     2,205.1661,54.333,107.9154,61.3369,63.7292,19.3308,5.0,12.7,11.14,9.77,2009,2150,35.65,14.0,4.991,35.65,4.991,9.964119068,11.54043407,175.6917481,0.282367578,CFIS_LSB.238.289.r,54.5,204.92404736309865,786.4735530819296
48767,NGC5290                      2,206.3296,41.7124,89.2755,71.7142,77.1413,19.6709,4.0,12.4,8.5,11.03,2549,2641,34.51,14.0,4.8314,34.51,4.8314,10.99188992,12.91809048,505.7899186,0.839746512,CFIS_LSB.309.263.r,41.5,206.2872286191217,773.0943854605891
48785,NGC5323                      2,206.4023,76.8284,118.9448,39.8777,39.9827,18.1592,2.0,13.95,11.18,9.77,1979,2196,-99.9,-99.9,99.8001,31.37142857,9.411428571,9.837068592,11.47414338,166.9761601,0.304960206,CFIS_LSB.093.334.r,77.0,206.7116339402398,667.2300454824153
48815,NGC5297                      2,206.5986,43.8722,93.0112,69.9251,74.8615,19.9937,4.9,11.33,9.02,10.73,2409,2511,-99.9,-99.9,99.8001,35.87142857,10.76142857,10.81749735,12.55448197,382.6197031,0.611141333,CFIS_LSB.297.268.r,44.0,206.4392932659768,618.2497315205993
48816,NGC5301                      2,206.6027,46.1073,96.7005,68.121,72.4846,20.092,4.7,12.18,9.09,10.34,1504,1615,20.89,14.0,2.9246,20.89,2.9246,10.31987688,11.78749,212.3749754,0.582489231,CFIS_LSB.287.272.r,46.0,206.5763634362917,391.84313244037554
48953,UGC08737                     2,207.0694,68.085,115.037,48.1627,49.1138,19.5078,4.0,13.27,9.77,10.25,1781,1974,39.08,14.0,5.4712,39.08,5.4712,10.59190911,12.12072066,274.2712131,0.402113517,CFIS_LSB.155.316.r,68.0,206.8837050979361,395.1156321320757
49044,NGC5322                      2,207.3134,60.1904,110.2793,55.495,57.4683,20.3114,-4.8,10.96,7.33,11.27,1754,1921,31.92,13.0,4.1496,31.92,4.1496,11.39212577,13.75258222,959.6968786,1.722638697,CFIS_LSB.207.300.r,60.0,207.0,886.6915147159492
49342,NGC5347                      2,208.3242,33.4908,62.1918,75.2325,86.0063,20.5707,2.0,13.16,9.81,10.41,2368,2429,-99.9,-99.9,99.8001,34.7,10.41,10.47265895,11.95181309,240.9226917,0.39780591,CFIS_LSB.347.247.r,33.5,208.06205766863948,787.6867621170074
49426,NGC5452                      2,208.6026,78.2208,118.8787,38.4075,38.4519,18.3855,6.7,13.94,10.88,9.93,2066,2289,-99.9,-99.9,99.8001,32.7,9.81,9.993095505,11.55651982,177.8743315,0.311665354,CFIS_LSB.087.336.r,78.0,209.2234439963696,918.6221768050864
49451,NGC5372                      2,208.6901,58.6663,108.0029,56.5888,59.0405,21.1178,-4.0,13.69,10.71,9.83,1717,1881,-99.9,-99.9,99.8001,26.87142857,8.061428571,9.890581511,11.50134158,170.4984891,0.363540482,CFIS_LSB.218.297.r,58.5,208.6130132419728,615.9143469015726
49563,NGC5377                      2,209.0694,47.2356,94.9057,66.2096,71.3064,21.8029,1.0,11.73,8.46,10.74,1793,1914,26.06,14.0,3.6484,26.06,3.6484,10.76394882,12.4428333,351.1972505,0.772146478,CFIS_LSB.285.274.r,47.0,208.9447839536465,901.4258407519236
49604,NGC5375                      2,209.2334,29.1645,44.7884,75.4318,90.6947,20.8726,2.4,12.53,9.43,10.53,2373,2417,-99.9,-99.9,99.8001,34.52857143,10.35857143,10.62035722,12.16717991,284.2278601,0.471640438,CFIS_LSB.366.238.r,29.0,209.2337944208176,592.1987183025041
49608,UGC08876                     2,209.2419,45.9732,92.6635,67.1146,72.6666,21.921,0.0,13.92,10.35,10.1,2059,2175,-99.9,-99.9,99.8001,31.07142857,9.321428571,10.16072244,11.66068225,192.6788701,0.355300541,CFIS_LSB.291.272.r,46.0,209.45547651554315,542.8757894894483
49927,PGC049927                    2,210.3501,36.8002,70.4651,72.3333,82.5979,22.4793,-1.0,14.86,11.53,9.84,2693,2773,-99.9,-99.9,99.8001,39.61428571,11.88428571,9.899703659,11.50607309,171.1187917,0.247496393,CFIS_LSB.336.254.r,37.0,210.358790570246,719.7098936154528
49965,NGC5439                      2,210.4904,46.3119,91.58,66.2904,72.2953,22.7841,0.0,14.24,11.13,9.72,1895,2015,-99.9,-99.9,99.8001,28.78571429,8.635714286,9.782354021,11.44716552,163.5542558,0.325542608,CFIS_LSB.290.273.r,46.5,210.64725233192885,781.1171111590013
50031,NGC5448                      2,210.7084,49.1727,95.7173,64.0122,69.1884,22.855,1.4,11.74,8.92,10.65,2012,2144,32.96,14.0,4.6144,32.96,4.6144,10.78397441,12.48458664,362.6343065,0.630383277,CFIS_LSB.276.278.r,49.0,210.3469259654024,1054.922695400758
50191,NGC5473                      2,211.1799,54.8925,102.2603,59.1965,62.9749,22.786,-2.7,12.29,8.45,10.79,2026,2181,-99.9,-99.9,99.8001,31.15714286,9.347142857,10.92311525,12.7746953,453.0767482,0.833176762,CFIS_LSB.242.290.r,55.0,210.95706227015285,601.707836636854
50312,NGC5480                      2,211.59,50.7251,96.8668,62.4425,67.4718,23.3437,5.0,12.56,9.7,10.29,1911,2051,-99.9,-99.9,99.8001,29.3,8.79,10.36973524,11.83562057,220.3671548,0.430925549,CFIS_LSB.269.281.r,50.5,211.4519813950968,869.5404301498618
50588,NGC5500                      2,212.5635,48.5461,92.6885,63.6945,69.8062,24.1044,-4.9,14.27,10.81,9.89,1905,2039,-99.9,-99.9,99.8001,29.12857143,8.738571429,9.920638372,11.51704981,172.5665486,0.339437974,CFIS_LSB.282.277.r,48.5,212.79162980304645,568.6955407863932
50832,NGC5526                      2,213.4737,57.7713,103.2617,56.0957,59.704,23.7195,4.1,13.73,10.42,10.09,2004,2173,30.62,14.0,4.2868,30.62,4.2868,10.12001037,11.63325478,188.6651139,0.353028214,CFIS_LSB.226.296.r,58.0,213.240030372384,936.9261511222904
51251,NGC5582                      2,215.1797,39.6936,72.7738,67.6291,79.5037,26.3278,-4.9,12.42,9.07,10.25,1362,1467,28.05,13.0,3.6465,28.05,3.6465,10.58386573,12.10803348,271.6133848,0.554806194,CFIS_LSB.332.259.r,39.5,215.13052276172692,710.183877451271
51340,NGC5602                      2,215.5787,50.501,92.5619,60.9292,67.4702,25.8843,1.0,12.95,9.69,10.46,2230,2377,-99.9,-99.9,99.8001,33.95714286,10.18714286,10.50186228,11.98950985,247.9952101,0.418441885,CFIS_LSB.274.281.r,50.5,215.38231562177145,449.7064775491351
51431,NGC5611                      2,216.0198,33.0475,55.0411,69.1549,86.9451,26.9614,-1.9,13.37,9.84,10.27,2015,2095,25.94,13.0,3.3722,25.94,3.3722,10.20793994,11.69471929,197.7788159,0.436850463,CFIS_LSB.362.246.r,33.0,215.81775600330647,633.3706478680376
51564,NGC5631                      2,216.6387,56.5826,99.5275,56.0103,60.6888,25.6046,-1.9,12.36,8.55,10.77,1979,2150,28.44,13.0,3.6972,28.44,3.6972,10.80385918,12.5260464,374.3594567,0.754192511,CFIS_LSB.239.293.r,56.5,216.51022341334163,391.7241782788698
51568,NGC5624                      2,216.6468,51.5855,93.1592,59.6885,66.1764,26.412,4.3,13.75,10.69,9.93,1922,2075,-99.9,-99.9,99.8001,29.64285714,8.892857143,9.983840122,11.55133422,177.1677825,0.342442523,CFIS_LSB.270.283.r,51.5,216.8623708659668,572.4431040915019
51635,NGC5630                      2,216.9025,41.2577,74.7326,65.7414,77.6987,27.5829,7.9,12.88,11.2,9.97,2673,2789,30.06,14.0,4.2084,30.06,4.2084,9.791977953,11.45185838,164.144424,0.312867288,CFIS_LSB.325.263.r,41.5,216.96876796509568,890.451803638109
51713,UGC09291                     2,217.1538,38.9991,69.4888,66.5436,80.2386,27.8721,6.4,13.2,11.12,10.07,2895,3002,36.31,14.0,5.0834,36.31,5.0834,9.988052498,11.5536886,177.4882227,0.280069806,CFIS_LSB.338.258.r,39.0,217.46236663594527,863.2958964061723
51767,UGC09355                     2,217.3351,79.2414,117.3885,36.8109,36.9235,19.7477,4.0,13.82,10.79,9.96,2059,2289,-99.9,-99.9,99.8001,32.7,9.81,10.02909551,11.57715544,180.7140103,0.316640943,CFIS_LSB.083.338.r,79.0,217.4949871629656,875.8091951571145
51830,NGC5667                      2,217.5954,59.4697,102.0172,53.4553,57.4408,25.5233,6.0,12.7,10.86,9.87,1943,2124,-99.9,-99.9,99.8001,30.34285714,9.102857143,9.936112945,11.52527671,173.6596463,0.327918138,CFIS_LSB.221.299.r,59.5,217.7175324351893,248.47621458879493
51978,NGC5676                      2,218.1952,49.4579,88.6767,60.3857,68.3849,27.6876,4.7,11.15,8.0,11.11,2096,2245,34.2,14.0,4.788,34.2,4.788,11.18405221,13.31874886,687.896283,1.152444066,CFIS_LSB.283.279.r,49.5,217.8773196159649,758.816470021654
52116,NGC5687                      2,218.7182,54.4757,95.3878,56.7681,62.7514,27.1568,-3.0,12.51,9.08,10.64,2116,2284,28.84,13.0,3.7492,28.84,3.7492,10.60399051,12.14014707,278.3913246,0.553074252,CFIS_LSB.254.289.r,54.5,218.700453908517,95.02445682021823
52154,NGC5689                      2,218.8737,48.7415,86.9803,60.4854,69.1147,28.2307,0.4,12.26,8.45,10.94,2160,2308,-99.9,-99.9,99.8001,32.97142857,9.891428571,10.97227553,12.87719448,490.1603393,0.851772085,CFIS_LSB.290.277.r,48.5,218.82827178327472,876.0986629230206
52307,NGC5714                      2,219.5479,46.6382,82.9175,61.3401,71.4136,28.9764,5.8,12.76,10.05,10.29,2237,2379,38.37,14.0,5.3718,38.37,5.3718,10.4639836,11.94104271,238.9392961,0.356795017,CFIS_LSB.302.273.r,46.5,219.3636903594569,674.8118082480677
52315,NGC5708                      2,219.5677,40.4567,70.9697,64.2652,78.4622,29.6458,7.8,12.97,10.73,10.17,2710,2829,31.33,14.0,4.3862,31.33,4.3862,10.01592079,11.56951374,179.6571849,0.32855433,CFIS_LSB.334.261.r,40.5,219.61952898176108,210.81308758180847
52396,NGC5730                      2,219.9674,42.7424,75.3661,63.0367,75.8108,29.7385,9.5,13.0,11.16,9.94,2525,2654,35.97,21.0,7.5537,35.97,7.5537,9.963880876,11.5403036,175.6741564,0.279827529,CFIS_LSB.322.266.r,43.0,220.1397212368738,1032.8089363222136
52476,UGC09476                     2,220.3833,44.5127,78.4531,61.9444,73.7446,29.8345,5.2,13.37,10.54,10.41,3269,3406,37.33,18.0,6.7194,37.33,6.7194,10.24411598,11.72266998,202.0675939,0.310142783,CFIS_LSB.314.269.r,44.5,220.11903418523008,680.0200404569472
52741,UGC09519                     2,221.588,34.3706,56.4182,64.369,85.4193,31.5904,-1.8,14.22,10.29,9.93,1640,1741,-99.9,-99.9,99.8001,24.87142857,7.461428571,9.991401462,11.55556721,177.7443255,0.409466157,CFIS_LSB.365.249.r,34.5,221.4466698420906,626.9700453515457
53217,NGC5783                      2,223.3655,52.0765,88.8193,56.1987,64.7275,30.3925,5.2,13.25,10.94,9.99,2337,2506,38.55,14.0,5.397,38.55,5.397,10.11204876,11.62807565,187.916634,0.279295438,CFIS_LSB.275.284.r,52.0,223.3370212538773,282.5284624957635
53402,NGC5795                      2,224.0799,49.3989,84.2921,57.3015,67.6388,31.4591,5.0,14.2,9.93,10.39,2366,2528,-99.9,-99.9,99.8001,36.11428571,10.83428571,10.45935806,11.93537823,237.9027258,0.377436058,CFIS_LSB.291.279.r,49.5,224.03639578885432,377.9368700301847
53657,UGC09665                     2,225.3852,48.3198,81.7757,57.0928,68.6443,32.543,4.0,13.54,10.33,10.29,2557,2719,38.9,14.0,5.446,38.9,5.446,10.3638992,11.82973599,219.3740938,0.323116204,CFIS_LSB.299.277.r,48.5,225.61949401103152,856.9138454192532
53861,UGC09703                     2,226.3595,46.5653,78.3349,57.2845,70.4992,33.5898,3.0,14.09,11.16,9.95,2521,2679,30.76,25.0,7.69,30.76,7.69,9.827972662,11.46960563,166.3956184,0.309940661,CFIS_LSB.312.273.r,46.5,226.62738871573032,703.8663429653321
54234,NGC5894                      2,227.9206,59.8089,96.5168,49.5064,55.2909,30.3909,7.8,11.93,9.05,10.79,2463,2663,39.81,14.0,5.5734,39.81,5.5734,10.89598436,12.71812738,433.8262254,0.624376608,CFIS_LSB.228.300.r,60.0,228.0,702.7363176504734
54346,PGC054346                    2,228.3717,58.5093,94.6958,50.1076,56.5859,31.1006,2.5,14.65,11.65,9.78,2543,2741,-99.9,-99.9,99.8001,39.15714286,11.74714286,9.841621991,11.47642361,167.2686475,0.244752169,CFIS_LSB.239.297.r,58.5,228.70876222399764,634.8111876636586
54421,PGC054421                    2,228.7694,61.203,97.7913,48.3163,53.6166,30.2215,2.7,14.19,10.81,10.1,2499,2705,-99.9,-99.9,99.8001,38.64285714,11.59285714,10.16613846,11.6644582,193.2380931,0.286514439,CFIS_LSB.222.302.r,61.0,228.95585269863184,799.55230024165
55080,NGC5930                      2,231.5331,41.6761,67.8543,55.3029,75.2842,38.3533,2.3,12.63,9.02,10.8,2633,2788,-99.9,-99.9,99.8001,39.82857143,11.94857143,10.90838946,12.74399202,442.5245297,0.636598512,CFIS_LSB.347.263.r,41.5,231.65588456580983,714.991706464408
55305,NGC5950                      2,232.8784,40.4301,65.3923,54.5412,76.522,39.6403,3.1,13.99,11.39,9.89,2617,2771,30.48,25.0,7.62,30.48,7.62,9.728029925,11.42103148,160.3062673,0.301341217,CFIS_LSB.354.261.r,40.5,232.7703989806689,388.3590522494847
55419,NGC5963                      2,233.3659,56.5597,89.9523,48.8859,57.3924,34.3439,4.1,12.81,10.03,9.42,661,863,28.84,18.0,5.1912,28.84,5.1912,10.22399051,11.70690515,199.6373175,0.396615305,CFIS_LSB.258.293.r,56.5,233.72233322444413,739.5808825978827
55515,NGC5961                      2,233.8159,30.8642,48.8973,54.1805,88.795,42.1235,2.3,13.85,10.77,9.81,1828,1951,37.84,18.0,6.8112,37.84,6.8112,10.16390226,11.66289534,193.0064351,0.292242693,CFIS_LSB.401.242.r,31.0,233.90999614167376,568.710487488853
55694,NGC5974                      2,234.7601,31.7599,50.5094,53.4411,87.4515,42.8095,7.3,14.1,11.25,9.73,2015,2144,-99.9,-99.9,99.8001,30.62857143,9.188571429,9.788253482,11.45003978,163.9154667,0.306631094,CFIS_LSB.398.244.r,32.0,234.6565022690572,920.5534441248964
58115,NGC6155                      2,246.5346,48.3668,75.1553,43.7138,61.3403,45.3692,5.2,12.96,10.09,10.36,2412,2623,27.8,14.0,3.892,27.8,3.892,10.16808959,11.66582626,193.4411038,0.398682309,CFIS_LSB.327.277.r,48.5,246.74774094183044,699.3768472610416
58477,NGC6217                      2,248.1635,78.1982,111.3165,33.3643,34.0072,25.1592,4.0,11.46,8.8,10.46,1362,1612,-99.9,-99.9,99.8001,23.02857143,6.908571429,10.52053399,12.01481493,252.8589442,0.629121203,CFIS_LSB.103.336.r,78.0,247.70131875432256,791.7160625180436
58501,UGC10445                     2,248.4476,28.9843,48.8518,41.3707,88.0648,54.9244,6.0,13.43,10.06,9.64,961,1122,28.71,14.0,4.0194,28.71,4.0194,10.20806638,11.694814,197.7931932,0.394730922,CFIS_LSB.435.238.r,29.0,248.6795097624471,732.4374037773778
58864,NGC6237                      2,251.5917,70.3588,102.1899,35.7836,38.6217,31.9323,6.4,13.84,10.58,9.66,1131,1382,22.28,14.0,3.1192,22.28,3.1192,9.779830373,11.44593832,163.4002747,0.420204399,CFIS_LSB.168.321.r,70.5,251.64252224419764,511.9911059446456
59083,NGC6239                      2,252.5206,42.7398,67.3831,39.7641,64.6882,52.0259,3.3,12.31,10.21,9.6,957,1169,23.23,14.0,3.2522,23.23,3.2522,9.96409842,11.54042276,175.6902229,0.433332621,CFIS_LSB.372.265.r,42.5,252.2795571131218,1073.7735796541424
59629,PGC059629                    2,256.6902,43.0003,67.9492,36.7298,61.1704,54.252,2.7,15.05,11.54,9.68,2098,2321,-99.9,-99.9,99.8001,33.15714286,9.947142857,9.741154201,11.42729406,161.0786674,0.278345322,CFIS_LSB.375.266.r,43.0,256.3738989559866,832.7787542140114
59971,UGC10803                     2,259.022,73.4358,104.8888,32.6567,34.4142,30.5828,-1.0,12.56,9.96,9.94,1255,1514,-99.9,-99.9,99.8001,21.62857143,6.488571429,10.00205567,11.56158491,178.5671817,0.473038848,CFIS_LSB.147.327.r,73.5,258.78883437309185,332.3685405950397
60393,NGC6412                      2,262.4064,75.7043,107.2318,31.2423,32.3454,28.9313,5.2,12.08,9.75,10.03,1313,1574,-99.9,-99.9,99.8001,22.48571429,6.745714286,10.11981338,11.63312594,188.646458,0.480689866,CFIS_LSB.131.331.r,75.5,261.6023601699358,1029.0385770065975
61423,UGC11124                     2,271.8646,35.564,62.1645,23.7836,52.4014,67.4814,6.0,13.47,9.88,10.11,1608,1850,-99.9,-99.9,99.8001,26.42857143,7.928571429,10.20814738,11.69487468,197.8024047,0.428825772,CFIS_LSB.443.251.r,35.5,272.0744108246499,656.4327930486966
61742,NGC6643                      2,274.9431,74.5684,105.5357,28.1747,29.1741,30.9384,5.2,10.96,8.27,10.74,1484,1756,20.89,14.0,2.9246,20.89,2.9246,10.64787688,12.21451685,294.744442,0.80840722,CFIS_LSB.147.329.r,74.5,275.03534888446023,261.671898998863
61833,NGC6654                      2,276.0313,73.1833,103.9737,27.8461,29.0883,32.3542,-0.6,12.52,8.69,10.73,1821,2095,-99.9,-99.9,99.8001,29.92857143,8.978571429,10.79217197,12.50167857,367.4228806,0.70340137,CFIS_LSB.161.326.r,73.0,275.3344413965781,983.7504867125316
69342,NGC7332                      3,339.3522,23.7983,87.3887,-29.669,314.6688,37.3657,-1.9,11.79,8.05,10.74,1172,1450,21.48,13.0,2.7924,21.48,2.7924,10.76006855,12.43474294,349.0232196,0.930985769,CFIS_LSB.620.228.r,24.0,339.3372463368745,727.7868619052082
140528,PGC140528                    2,234.0654,60.3362,94.5553,46.6862,53.1674,32.9212,-99.9,15.42,11.93,9.67,2550,2762,-99.9,-99.9,99.8001,39.45714286,11.83714286,9.736251268,11.42495095,160.7892433,0.233482512,CFIS_LSB.231.301.r,60.5,234.55417116055813,1049.8832319216756
2108986,PGC2108986                   2,225.8148,37.7661,62.3613,60.4133,81.0594,34.7338,-1.0,15.85,11.93,9.64,2548,2674,-99.9,-99.9,99.8001,38.2,11.46,9.708126726,11.41158967,159.1487502,0.238705744,CFIS_LSB.356.256.r,38.0,225.88524228291905,865.4945122007343
