Unnamed: 0_1,tile_1,total_count_1,N_cut_1,good_count_1,good_fraction_1,N_cut_masked_1,normalized_N_1,ra_1,dec_1,Unnamed: 0_2,tile_2,total_count_2,N_cut_2,good_count_2,good_fraction_2,N_cut_masked_2,normalized_N_2,ra_2,dec_2,Unnamed: 0,tile,total_count,N_cut,good_count,good_fraction,N_cut_masked,normalized_N,ra,dec
75,CFIS_LSB.072.331.r,21860,10064,5613,0.2567703568161025,2640,10281.560662747192,143.7814498643922,75.5,75,CFIS_LSB.072.331.r,21860,54,5613,0.2567703568161025,6,23.36718332442544,143.7814498643922,75.5,75,CFIS_LSB.072.331.r,21860,4467,5613,0.2567703568161025,992,3863.374309638339,143.7814498643922,75.5
76,CFIS_LSB.601.233.r,39373,10026,30691,0.779493561577731,7870,10096.298914991365,335.7788156240576,26.5,76,CFIS_LSB.601.233.r,39373,65,30691,0.779493561577731,20,25.65768466325633,335.7788156240576,26.5,76,CFIS_LSB.601.233.r,39373,3151,30691,0.779493561577731,2465,3162.3096347463425,335.7788156240576,26.5
77,CFIS_LSB.234.256.r,36174,10272,31070,0.8589041853264776,8857,10311.976762149983,148.4751311634917,38.0,77,CFIS_LSB.234.256.r,36174,41,31070,0.8589041853264776,28,32.59967814612166,148.4751311634917,38.0,77,CFIS_LSB.234.256.r,36174,3165,31070,0.8589041853264776,2756,3208.739748953975,148.4751311634917,38.0
78,CFIS_LSB.191.248.r,5542,1780,0,0.0,0,,115.19381408212296,34.0,78,CFIS_LSB.191.248.r,5542,15,0,0.0,0,,115.19381408212296,34.0,78,CFIS_LSB.191.248.r,5542,745,0,0.0,0,,115.19381408212296,34.0
79,CFIS_LSB.315.240.r,32874,16963,29277,0.8905822230334003,15187,17052.88923045394,181.8653347947321,30.0,79,CFIS_LSB.315.240.r,32874,42,29277,0.8905822230334003,35,39.30013321036992,181.8653347947321,30.0,79,CFIS_LSB.315.240.r,32874,5886,29277,0.8905822230334003,5229,5871.4399016292655,181.8653347947321,30.0
80,CFIS_LSB.153.300.r,24163,9833,11297,0.4675330050076563,4754,10168.266088342038,152.99999999999997,60.0,80,CFIS_LSB.153.300.r,24163,45,11297,0.4675330050076563,14,29.94441002035939,152.99999999999997,60.0,80,CFIS_LSB.153.300.r,24163,3802,11297,0.4675330050076563,1601,3424.3571744710985,152.99999999999997,60.0
81,CFIS_LSB.201.318.r,32686,7949,29562,0.9044239123783884,7186,7945.389215885259,280.4380250173461,69.0,81,CFIS_LSB.201.318.r,32686,54,29562,0.9044239123783884,39,43.12137203166227,280.4380250173461,69.0,81,CFIS_LSB.201.318.r,32686,2661,29562,0.9044239123783884,2383,2634.8263987551586,280.4380250173461,69.0
82,CFIS_LSB.439.242.r,38903,10689,32425,0.8334832789245046,8919,10700.874541249035,256.076030688765,31.0,82,CFIS_LSB.439.242.r,38903,57,32425,0.8334832789245046,35,41.99244410177332,256.076030688765,31.0,82,CFIS_LSB.439.242.r,38903,3343,32425,0.8334832789245046,2797,3355.796175790285,256.076030688765,31.0
83,CFIS_LSB.087.332.r,18569,8275,518,0.0278959556249663,224,8029.837837837837,179.81009900808547,76.0,83,CFIS_LSB.087.332.r,18569,52,518,0.0278959556249663,0,0.0,179.81009900808547,76.0,83,CFIS_LSB.087.332.r,18569,3992,518,0.0278959556249663,93,3333.8166023166023,179.81009900808547,76.0
84,CFIS_LSB.121.331.r,17677,7587,6016,0.3403292413871132,2454,7210.664561170213,241.6327143554369,75.5,84,CFIS_LSB.121.331.r,17677,31,6016,0.3403292413871132,9,26.44498005319149,241.6327143554369,75.5,84,CFIS_LSB.121.331.r,17677,3250,6016,0.3403292413871132,841,2471.136469414894,241.6327143554369,75.5
85,CFIS_LSB.219.302.r,41679,10845,31162,0.7476666906595648,8054,10772.179770232977,225.8618546891909,61.0,85,CFIS_LSB.219.302.r,41679,37,31162,0.7476666906595648,25,33.43735960464668,225.8618546891909,61.0,85,CFIS_LSB.219.302.r,41679,3239,31162,0.7476666906595648,2433,3254.1238367242154,225.8618546891909,61.0
86,CFIS_LSB.185.260.r,41812,12166,32704,0.7821677987180714,9557,12218.605797455968,120.75017426323578,40.0,86,CFIS_LSB.185.260.r,41812,78,32704,0.7821677987180714,54,69.03889432485323,120.75017426323578,40.0,86,CFIS_LSB.185.260.r,41812,4078,32704,0.7821677987180714,3234,4134.662671232876,120.75017426323578,40.0
87,CFIS_LSB.202.243.r,31930,15525,29687,0.9297525837770122,14485,15579.413548017652,118.45559735801493,31.5,87,CFIS_LSB.202.243.r,31930,54,29687,0.9297525837770122,31,33.34220365816687,118.45559735801493,31.5,87,CFIS_LSB.202.243.r,31930,5485,29687,0.9297525837770122,5072,5455.214740458787,118.45559735801493,31.5
88,CFIS_LSB.174.265.r,35971,11150,30424,0.8457924439131522,9452,11175.318564291349,118.00172832710535,42.5,88,CFIS_LSB.174.265.r,35971,49,30424,0.8457924439131522,26,30.74040231396266,118.00172832710535,42.5,88,CFIS_LSB.174.265.r,35971,3288,30424,0.8457924439131522,2790,3298.681632921378,118.00172832710535,42.5
89,CFIS_LSB.172.263.r,38762,11041,31974,0.8248800371497859,9164,11109.494214048917,114.82654796921986,41.5,89,CFIS_LSB.172.263.r,38762,68,31974,0.8248800371497859,34,41.21811471820855,114.82654796921986,41.5,89,CFIS_LSB.172.263.r,38762,3120,31974,0.8248800371497859,2604,3156.82266841809,114.82654796921986,41.5
90,CFIS_LSB.217.278.r,30751,11759,28690,0.932977789340184,10999,11789.133809689789,165.38145990758085,49.0,90,CFIS_LSB.217.278.r,30751,31,28690,0.932977789340184,26,27.86775880097595,165.38145990758085,49.0,90,CFIS_LSB.217.278.r,30751,3637,28690,0.932977789340184,3399,3643.173544789125,165.38145990758085,49.0
91,CFIS_LSB.155.318.r,29992,9857,25757,0.8587956788476927,8503,9901.074504018325,216.25817849596348,69.0,91,CFIS_LSB.155.318.r,29992,27,25757,0.8587956788476927,20,23.288426447179408,216.25817849596348,69.0,91,CFIS_LSB.155.318.r,29992,3315,25757,0.8587956788476927,2798,3258.050859960399,216.25817849596348,69.0
92,CFIS_LSB.021.247.r,42792,9173,32747,0.7652598616563844,7048,9209.943384126793,12.591651905018528,33.5,92,CFIS_LSB.021.247.r,42792,87,32747,0.7652598616563844,48,62.72379149235044,12.591651905018528,33.5,92,CFIS_LSB.021.247.r,42792,3076,32747,0.7652598616563844,2390,3123.122118056616,12.591651905018528,33.5
93,CFIS_LSB.415.250.r,40541,12028,33936,0.8370785131101848,9922,11853.12947901933,253.31072716800213,35.0,93,CFIS_LSB.415.250.r,40541,45,33936,0.8370785131101848,33,39.42282531824611,253.31072716800213,35.0,93,CFIS_LSB.415.250.r,40541,3872,33936,0.8370785131101848,3209,3833.571104431872,253.31072716800213,35.0
94,CFIS_LSB.092.332.r,26917,10565,14854,0.5518445592005052,5607,10160.4698397738,190.14401274418236,76.0,94,CFIS_LSB.092.332.r,26917,68,14854,0.5518445592005052,26,47.11471657466003,190.14401274418236,76.0,94,CFIS_LSB.092.332.r,26917,4575,14854,0.5518445592005052,2299,4166.028207890131,190.14401274418236,76.0
95,CFIS_LSB.401.250.r,43181,10336,31212,0.7228179060234825,7485,10355.305171088045,244.76530504667195,35.0,95,CFIS_LSB.401.250.r,43181,89,31212,0.7228179060234825,64,88.54235550429323,244.76530504667195,35.0,95,CFIS_LSB.401.250.r,43181,3226,31212,0.7228179060234825,2337,3233.179450211457,244.76530504667195,35.0
96,CFIS_LSB.379.239.r,25453,11171,11747,0.461517306407889,4933,10688.656593172724,217.72707513031023,29.5,96,CFIS_LSB.379.239.r,25453,33,11747,0.461517306407889,13,28.16795777645356,217.72707513031023,29.5,96,CFIS_LSB.379.239.r,25453,4710,11747,0.461517306407889,1772,3839.5093215289007,217.72707513031023,29.5
97,CFIS_LSB.193.290.r,12726,4269,388,0.0304887631620304,165,5411.829896907217,168.24261577743593,55.0,97,CFIS_LSB.193.290.r,12726,38,388,0.0304887631620304,0,0.0,168.24261577743593,55.0,97,CFIS_LSB.193.290.r,12726,1829,388,0.0304887631620304,51,1672.7474226804125,168.24261577743593,55.0
98,CFIS_LSB.262.245.r,37523,15233,32252,0.8595261572901953,13152,15301.45404936128,155.32526521387504,32.5,98,CFIS_LSB.262.245.r,37523,54,32252,0.8595261572901953,43,50.02756418206623,155.32526521387504,32.5,98,CFIS_LSB.262.245.r,37523,4798,32252,0.8595261572901953,4131,4806.136456653851,155.32526521387504,32.5
99,CFIS_LSB.436.242.r,47118,9443,32136,0.6820323443270088,6481,9502.481889469756,254.326080592942,31.0,99,CFIS_LSB.436.242.r,47118,58,32136,0.6820323443270088,35,51.317214339059,254.326080592942,31.0,99,CFIS_LSB.436.242.r,47118,2876,32136,0.6820323443270088,1968,2885.493651979089,254.326080592942,31.0
100,CFIS_LSB.617.241.r,37218,11170,32688,0.8782847009511526,9751,11102.322503671072,358.042664017911,30.5,100,CFIS_LSB.617.241.r,37218,44,32688,0.8782847009511526,27,30.74174008810573,358.042664017911,30.5,100,CFIS_LSB.617.241.r,37218,3710,32688,0.8782847009511526,3228,3675.3458149779735,358.042664017911,30.5
101,CFIS_LSB.199.284.r,36651,14178,31746,0.8661700908570026,12301,14201.598658098656,161.61478992553302,52.0,101,CFIS_LSB.199.284.r,36651,37,31746,0.8661700908570026,21,24.24466074466074,161.61478992553302,52.0,101,CFIS_LSB.199.284.r,36651,4463,31746,0.8661700908570026,3881,4480.644207144207,161.61478992553302,52.0
102,CFIS_LSB.368.244.r,30059,10420,26067,0.867194517449017,9080,10470.545900947558,216.9688262186257,32.0,102,CFIS_LSB.368.244.r,30059,32,26067,0.867194517449017,23,26.52230789887597,216.9688262186257,32.0,102,CFIS_LSB.368.244.r,30059,3663,26067,0.867194517449017,3125,3603.574442782061,216.9688262186257,32.0
103,CFIS_LSB.151.282.r,27669,10112,25302,0.9144529979399328,9385,10262.96597106948,119.97068754446408,51.0,103,CFIS_LSB.151.282.r,27669,42,25302,0.9144529979399328,31,33.900047427080864,119.97068754446408,51.0,103,CFIS_LSB.151.282.r,27669,3452,25302,0.9144529979399328,3161,3456.7112876452456,119.97068754446408,51.0
104,CFIS_LSB.283.276.r,39205,9163,29991,0.7649789567657187,7051,9217.247007435564,211.46843180584213,48.0,104,CFIS_LSB.283.276.r,39205,53,29991,0.7649789567657187,36,47.06011803541062,211.46843180584213,48.0,104,CFIS_LSB.283.276.r,39205,2930,29991,0.7649789567657187,2258,2951.7151812210327,211.46843180584213,48.0
105,CFIS_LSB.316.239.r,24544,11978,13570,0.5528846153846154,6820,12335.304347826086,181.5349755703906,29.5,105,CFIS_LSB.316.239.r,24544,51,13570,0.5528846153846154,24,43.40869565217391,181.5349755703906,29.5,105,CFIS_LSB.316.239.r,24544,4953,13570,0.5528846153846154,2525,4566.95652173913,181.5349755703906,29.5
106,CFIS_LSB.321.238.r,4086,1912,0,0.0,0,,183.50832789366788,29.0,106,CFIS_LSB.321.238.r,4086,16,0,0.0,0,,183.50832789366788,29.0,106,CFIS_LSB.321.238.r,4086,963,0,0.0,0,,183.50832789366788,29.0
107,CFIS_LSB.098.320.r,34263,10387,31650,0.923736975746432,9528,10314.624454976303,143.26641560799123,70.0,107,CFIS_LSB.098.320.r,34263,37,31650,0.923736975746432,26,28.14654028436019,143.26641560799123,70.0,107,CFIS_LSB.098.320.r,34263,4731,31650,0.923736975746432,4264,4616.032606635071,143.26641560799123,70.0
108,CFIS_LSB.367.274.r,41315,7800,31344,0.7586590826576304,5985,7888.918931852986,269.0622305648712,47.0,108,CFIS_LSB.367.274.r,41315,36,31344,0.7586590826576304,22,28.998532414497195,269.0622305648712,47.0,108,CFIS_LSB.367.274.r,41315,2477,31344,0.7586590826576304,1913,2521.554204951506,269.0622305648712,47.0
109,CFIS_LSB.104.306.r,32325,12059,29442,0.9108120649651972,11064,12147.401671082129,114.53984175843388,63.0,109,CFIS_LSB.104.306.r,32325,57,29442,0.9108120649651972,43,47.21061748522519,114.53984175843388,63.0,109,CFIS_LSB.104.306.r,32325,4256,29442,0.9108120649651972,3878,4257.738944365193,114.53984175843388,63.0
110,CFIS_LSB.267.270.r,33709,12440,29028,0.8611350084547154,10715,12442.880494694777,188.79751057680815,45.0,110,CFIS_LSB.267.270.r,33709,35,29028,0.8611350084547154,23,26.70893619953149,188.79751057680815,45.0,110,CFIS_LSB.267.270.r,33709,4299,29028,0.8611350084547154,3646,4233.947016673556,188.79751057680815,45.0
111,CFIS_LSB.411.253.r,41054,11445,31566,0.768889754956886,8805,11451.576696445543,255.64252800207865,36.5,111,CFIS_LSB.411.253.r,41054,98,31566,0.768889754956886,70,91.0403598808845,255.64252800207865,36.5,111,CFIS_LSB.411.253.r,41054,3757,31566,0.768889754956886,2896,3766.469745929164,255.64252800207865,36.5
112,CFIS_LSB.253.265.r,42556,14927,31836,0.748096625622709,10987,14686.605478075136,171.577225671021,42.5,112,CFIS_LSB.253.265.r,42556,51,31836,0.748096625622709,27,36.09159442140973,171.577225671021,42.5,112,CFIS_LSB.253.265.r,42556,4832,31836,0.748096625622709,3587,4794.835155170247,171.577225671021,42.5
113,CFIS_LSB.320.244.r,42180,12210,35933,0.8518966334755809,10093,11847.681518381432,188.66854453793545,32.0,113,CFIS_LSB.320.244.r,42180,34,35933,0.8518966334755809,26,30.52013469512704,188.66854453793545,32.0,113,CFIS_LSB.320.244.r,42180,3445,35933,0.8518966334755809,2858,3354.8671137951187,188.66854453793545,32.0
114,CFIS_LSB.276.259.r,35860,11408,31160,0.8689347462353597,10045,11560.131578947368,178.8434466332429,39.5,114,CFIS_LSB.276.259.r,35860,42,31160,0.8689347462353597,33,37.97753530166881,178.8434466332429,39.5,114,CFIS_LSB.276.259.r,35860,3496,31160,0.8689347462353597,3064,3526.156611039795,178.8434466332429,39.5
115,CFIS_LSB.404.253.r,44247,10121,32704,0.7391235563993039,7540,10201.271404109588,251.2885190093425,36.5,115,CFIS_LSB.404.253.r,44247,40,32704,0.7391235563993039,25,33.82384417808219,251.2885190093425,36.5,115,CFIS_LSB.404.253.r,44247,3063,32704,0.7391235563993039,2283,3088.793450342466,251.2885190093425,36.5
116,CFIS_LSB.161.286.r,36058,10739,32883,0.9119474180486992,9858,10809.833774290668,133.76203136035988,53.0,116,CFIS_LSB.161.286.r,36058,59,32883,0.9119474180486992,44,48.2483958276313,133.76203136035988,53.0,116,CFIS_LSB.161.286.r,36058,3814,32883,0.9119474180486992,3493,3830.2646960435486,133.76203136035988,53.0
117,CFIS_LSB.112.330.r,29475,12133,25920,0.8793893129770992,10751,12225.529513888889,216.3673850887513,75.0,117,CFIS_LSB.112.330.r,29475,42,25920,0.8793893129770992,23,26.15451388888889,216.3673850887513,75.0,117,CFIS_LSB.112.330.r,29475,4489,25920,0.8793893129770992,3845,4372.352430555556,216.3673850887513,75.0
118,CFIS_LSB.284.269.r,30797,13735,27257,0.885053739000552,12376,13983.33169461056,199.0885532121189,44.5,118,CFIS_LSB.284.269.r,30797,46,27257,0.885053739000552,31,35.02612173019775,199.0885532121189,44.5,118,CFIS_LSB.284.269.r,30797,4859,27257,0.885053739000552,4327,4888.968668598893,199.0885532121189,44.5
119,CFIS_LSB.218.238.r,4576,2114,3996,0.8732517482517482,1797,2057.825825825826,124.62559339819188,29.0,119,CFIS_LSB.218.238.r,4576,8,3996,0.8732517482517482,5,5.7257257257257255,124.62559339819188,29.0,119,CFIS_LSB.218.238.r,4576,922,3996,0.8732517482517482,717,821.0690690690691,124.62559339819188,29.0
120,CFIS_LSB.124.290.r,23280,8226,15259,0.6554553264604811,5087,7761.017104659545,108.09370132850806,55.0,120,CFIS_LSB.124.290.r,23280,61,15259,0.6554553264604811,21,32.038796775673376,108.09370132850806,55.0,120,CFIS_LSB.124.290.r,23280,3421,15259,0.6554553264604811,1874,2859.081197981519,108.09370132850806,55.0
121,CFIS_LSB.028.241.r,39209,9136,31167,0.7948940294320181,7279,9157.195463150128,16.248289453000826,30.5,121,CFIS_LSB.028.241.r,39209,76,31167,0.7948940294320181,48,60.38540764269901,16.248289453000826,30.5,121,CFIS_LSB.028.241.r,39209,2870,31167,0.7948940294320181,2321,2919.886065389675,16.248289453000826,30.5
122,CFIS_LSB.422.251.r,41397,10571,31582,0.7629055245549194,8090,10604.196377683493,259.17697825734143,35.5,122,CFIS_LSB.422.251.r,41397,46,31582,0.7629055245549194,21,27.526344120068394,259.17697825734143,35.5,122,CFIS_LSB.422.251.r,41397,3489,31582,0.7629055245549194,2655,3480.116363751504,259.17697825734143,35.5
123,CFIS_LSB.171.322.r,31350,15594,28789,0.9183094098883572,14417,15699.50154572927,262.61782311774414,71.0,123,CFIS_LSB.171.322.r,31350,73,28789,0.9183094098883572,55,59.892667338219454,262.61782311774414,71.0,123,CFIS_LSB.171.322.r,31350,6098,28789,0.9183094098883572,5624,6124.297474729931,262.61782311774414,71.0
124,CFIS_LSB.241.268.r,52692,11522,44625,0.8469027556365293,9538,11262.213915966386,167.51471271750978,44.0,124,CFIS_LSB.241.268.r,52692,136,44625,0.8469027556365293,97,114.53499159663863,167.51471271750978,44.0,124,CFIS_LSB.241.268.r,52692,4662,44625,0.8469027556365293,3777,4459.780033613445,167.51471271750978,44.0
125,CFIS_LSB.274.289.r,38585,14411,32075,0.8312815861085914,11925,14345.319563522991,235.92096209029,54.5,125,CFIS_LSB.274.289.r,38585,48,32075,0.8312815861085914,35,42.10366328916602,235.92096209029,54.5,125,CFIS_LSB.274.289.r,38585,4508,32075,0.8312815861085914,3749,4509.903819173812,235.92096209029,54.5
126,CFIS_LSB.142.290.r,28464,12982,26763,0.9402403035413154,12327,13110.47819751149,123.78472248909794,55.0,126,CFIS_LSB.142.290.r,28464,82,26763,0.9402403035413154,48,51.05077906064342,123.78472248909794,55.0,126,CFIS_LSB.142.290.r,28464,4724,26763,0.9402403035413154,4446,4728.578410492097,123.78472248909794,55.0
127,CFIS_LSB.254.259.r,31906,15719,28980,0.9082931110136024,14302,15746.018357487925,164.58780958276702,39.5,127,CFIS_LSB.254.259.r,31906,46,28980,0.9082931110136024,39,42.93768115942029,164.58780958276702,39.5,127,CFIS_LSB.254.259.r,31906,5465,28980,0.9082931110136024,4970,5471.80193236715,164.58780958276702,39.5
128,CFIS_LSB.277.292.r,43846,10843,29118,0.6640970670072527,7159,10780.050621608629,247.678393521039,56.0,128,CFIS_LSB.277.292.r,43846,69,29118,0.6640970670072527,46,69.26698262243286,247.678393521039,56.0,128,CFIS_LSB.277.292.r,43846,3431,29118,0.6640970670072527,2274,3424.198227900268,247.678393521039,56.0
129,CFIS_LSB.276.298.r,34810,11745,30249,0.8689744326343005,10253,11798.966246818076,267.9413556446291,59.0,129,CFIS_LSB.276.298.r,34810,53,30249,0.8689744326343005,37,42.57892822903237,267.9413556446291,59.0,129,CFIS_LSB.276.298.r,34810,4154,30249,0.8689744326343005,3627,4173.8857482892,267.9413556446291,59.0
130,CFIS_LSB.600.232.r,49044,9208,27535,0.5614346301280483,5195,9253.080806246597,333.7805821425567,26.0,130,CFIS_LSB.600.232.r,49044,63,27535,0.5614346301280483,32,56.99684038496459,333.7805821425567,26.0,130,CFIS_LSB.600.232.r,49044,3270,27535,0.5614346301280483,1907,3396.655456691484,333.7805821425567,26.0
131,CFIS_LSB.376.262.r,40718,12771,33937,0.8334643155361265,10591,12707.202699118956,249.10244274957648,41.0,131,CFIS_LSB.376.262.r,40718,55,33937,0.8334643155361265,37,44.39302236497039,249.10244274957648,41.0,131,CFIS_LSB.376.262.r,40718,3974,33937,0.8334643155361265,3261,3912.585025193741,249.10244274957648,41.0
132,CFIS_LSB.166.269.r,35921,11406,32284,0.8987500347985858,10345,11510.430708710195,116.3686613845484,44.5,132,CFIS_LSB.166.269.r,35921,49,32284,0.8987500347985858,29,32.267036302812535,116.3686613845484,44.5,132,CFIS_LSB.166.269.r,35921,3612,32284,0.8987500347985858,3266,3633.935881551233,116.3686613845484,44.5
133,CFIS_LSB.234.280.r,23605,8642,12466,0.5281084515992375,4572,8657.312690518209,182.01968774266825,50.0,133,CFIS_LSB.234.280.r,23605,50,12466,0.5281084515992375,19,35.97745868763035,182.01968774266825,50.0,133,CFIS_LSB.234.280.r,23605,3204,12466,0.5281084515992375,1652,3128.145355366597,182.01968774266825,50.0
134,CFIS_LSB.340.259.r,38474,13524,32879,0.8545771170140875,11466,13417.162444113264,220.31439078008185,39.5,134,CFIS_LSB.340.259.r,38474,41,32879,0.8545771170140875,36,42.12609872563034,220.31439078008185,39.5,134,CFIS_LSB.340.259.r,38474,4340,32879,0.8545771170140875,3643,4262.927157151981,220.31439078008185,39.5
135,CFIS_LSB.272.286.r,44090,12924,29334,0.6653209344522567,8663,13020.783732187903,225.9830591926577,53.0,135,CFIS_LSB.272.286.r,44090,50,29334,0.6653209344522567,40,60.121360878161866,225.9830591926577,53.0,135,CFIS_LSB.272.286.r,44090,3871,29334,0.6653209344522567,2637,3963.500715892821,225.9830591926577,53.0
136,CFIS_LSB.301.281.r,42773,11821,30719,0.7181867065672269,8416,11718.401250040692,236.60612044581455,50.5,136,CFIS_LSB.301.281.r,42773,49,30719,0.7181867065672269,34,47.34144991698949,236.60612044581455,50.5,136,CFIS_LSB.301.281.r,42773,3609,30719,0.7181867065672269,2597,3616.0513363065206,236.60612044581455,50.5
137,CFIS_LSB.117.316.r,14351,4716,4,2.787262211692E-4,0,0.0,156.16382900940988,68.0,137,CFIS_LSB.117.316.r,14351,23,4,2.787262211692E-4,0,0.0,156.16382900940988,68.0,137,CFIS_LSB.117.316.r,14351,2129,4,2.787262211692E-4,0,0.0,156.16382900940988,68.0
138,CFIS_LSB.277.280.r,36625,10038,30867,0.8427849829351536,8497,10082.049599896329,215.4677500201671,50.0,138,CFIS_LSB.277.280.r,36625,43,30867,0.8427849829351536,35,41.528979168691485,215.4677500201671,50.0,138,CFIS_LSB.277.280.r,36625,3023,30867,0.8427849829351536,2578,3058.9059513396182,215.4677500201671,50.0
139,CFIS_LSB.295.268.r,27698,11966,23685,0.8551158928442487,10237,11971.476715220604,205.0491296749601,44.0,139,CFIS_LSB.295.268.r,27698,42,23685,0.8551158928442487,28,32.74409964112307,205.0491296749601,44.0,139,CFIS_LSB.295.268.r,27698,4341,23685,0.8551158928442487,3613,4225.158285834917,205.0491296749601,44.0
140,CFIS_LSB.363.278.r,3450,965,1249,0.3620289855072464,321,886.6693354683747,276.6519352371053,49.0,140,CFIS_LSB.363.278.r,3450,6,1249,0.3620289855072464,3,8.286629303442755,276.6519352371053,49.0,140,CFIS_LSB.363.278.r,3450,401,1249,0.3620289855072464,127,350.8006405124099,276.6519352371053,49.0
141,CFIS_LSB.206.272.r,33563,10750,27500,0.8193546464857134,8848,10798.74269090909,148.2743235814498,46.0,141,CFIS_LSB.206.272.r,33563,28,27500,0.8193546464857134,19,23.18898181818182,148.2743235814498,46.0,141,CFIS_LSB.206.272.r,33563,3566,27500,0.8193546464857134,2922,3566.221309090909,148.2743235814498,46.0
142,CFIS_LSB.370.258.r,36093,11982,31438,0.8710276230848086,10384,11921.550734779566,238.05051969023597,39.0,142,CFIS_LSB.370.258.r,36093,53,31438,0.8710276230848086,36,41.33049176156244,238.05051969023597,39.0,142,CFIS_LSB.370.258.r,36093,3792,31438,0.8710276230848086,3316,3806.997518926141,238.05051969023597,39.0
143,CFIS_LSB.273.248.r,44442,17590,31616,0.7113991269519824,12422,17461.365258097165,164.6487499707831,34.0,143,CFIS_LSB.273.248.r,44442,26,31616,0.7113991269519824,19,26.707932692307693,164.6487499707831,34.0,143,CFIS_LSB.273.248.r,44442,5209,31616,0.7113991269519824,3659,5143.385564271255,164.6487499707831,34.0
144,CFIS_LSB.310.288.r,39232,10521,31935,0.8140038743882545,8469,10404.12738374824,263.7017505891324,54.0,144,CFIS_LSB.310.288.r,39232,42,31935,0.8140038743882545,31,38.08335681853765,263.7017505891324,54.0,144,CFIS_LSB.310.288.r,39232,3264,31935,0.8140038743882545,2640,3243.227806481917,263.7017505891324,54.0
145,CFIS_LSB.664.186.r,24329,8016,11638,0.4783591598503843,3554,7429.56401443547,332.4556188713097,3.0,145,CFIS_LSB.664.186.r,24329,46,11638,0.4783591598503843,9,18.8143151744286,332.4556188713097,3.0,145,CFIS_LSB.664.186.r,24329,3422,11638,0.4783591598503843,1332,2784.518645815432,332.4556188713097,3.0
146,CFIS_LSB.449.239.r,35065,8015,13670,0.3898474262084699,2838,7279.771031455743,257.94051908577654,29.5,146,CFIS_LSB.449.239.r,35065,55,13670,0.3898474262084699,14,35.911485003657646,257.94051908577654,29.5,146,CFIS_LSB.449.239.r,35065,3230,13670,0.3898474262084699,1031,2644.6243599122167,257.94051908577654,29.5
147,CFIS_LSB.233.294.r,36238,11612,31646,0.8732821899663337,10112,11579.304051064906,213.9031404474812,57.0,147,CFIS_LSB.233.294.r,36238,42,31646,0.8732821899663337,35,40.07868292991216,213.9031404474812,57.0,147,CFIS_LSB.233.294.r,36238,3644,31646,0.8732821899663337,3151,3608.226568918663,213.9031404474812,57.0
148,CFIS_LSB.297.241.r,39367,10737,32895,0.8355983437904844,8855,10597.196686426509,172.34792741218732,30.5,148,CFIS_LSB.297.241.r,39367,29,32895,0.8355983437904844,24,28.721933424532605,172.34792741218732,30.5,148,CFIS_LSB.297.241.r,39367,3263,32895,0.8355983437904844,2696,3226.4305213558296,172.34792741218732,30.5
149,CFIS_LSB.054.239.r,28643,7254,15069,0.5260971266976224,3498,6648.962373083815,31.02179962278827,29.5,149,CFIS_LSB.054.239.r,28643,38,15069,0.5260971266976224,10,19.00789700710067,31.02179962278827,29.5,149,CFIS_LSB.054.239.r,28643,2658,15069,0.5260971266976224,1160,2204.916052823678,31.02179962278827,29.5
